animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status_current,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
10037,0,17055S,964001035780370,"",0,"",Male,2023-03-13 00:00:00.000,"",17055,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:36:45.123,0,0,0,"                           17055S","",,,Current,2023-03-13 13:34:18.328,0.09,0.09,62.0,2024-01-03 11:07:01.548,0,"","","","",,,,,2023-03-13 13:34:48.916,,2023-03-13 13:34:51.134,,,,2023-03-13 13:34:54.447,,,2023-03-13 13:34:30.999,,,2024-01-03 11:07:01.663,"",
10038,0,19250S,964001035780371,"",0,"",Female,2023-03-13 00:00:00.000,"",19250,"","",0,"","","Weaning group 8/9/23",2023-08-09 09:27:48.757,0,0,0,"                           19250S","",,,Current,2023-03-13 13:38:43.961,0.10,0.10,45.0,2024-01-03 12:43:28.895,0,"","","","",,,,,2023-03-13 13:39:10.962,,2023-03-13 13:39:13.268,,,,2023-03-13 13:39:17.720,,,2023-03-13 13:38:52.779,,,2024-01-03 12:43:28.996,"",
10039,0,20028BG,964001035780372,"",0,"",Female,2023-03-13 00:00:00.000,"",20116,"","",0,"","","Weaning group 8/9/23",2023-08-09 15:22:14.922,0,0,0,"                           20028BG","",,,Current,2023-03-13 13:43:56.453,0.08,-0.07,58.0,2024-01-03 11:26:46.213,0,"","","","",,,,,2023-03-13 13:44:22.239,,2023-03-13 13:44:24.573,,,,2023-03-13 13:44:27.845,,,2023-03-21 12:29:54.974,,,2024-01-03 11:26:46.322,"",
10040,0,20116B,964001035780373,"",0,"",Male,2023-03-13 00:00:00.000,"",20116,"","",0,"","","Weaning group 8/9/23",2023-08-09 09:29:04.052,0,0,0,"                           20116B","",,,Current,2023-03-13 13:44:58.531,0.09,0.09,72.0,2024-01-02 10:06:00.430,0,"","","","",,,,,2023-03-13 13:45:24.001,,2023-03-13 13:45:33.909,,,,2023-03-13 13:45:37.374,,,2023-03-13 13:45:07.633,,,2024-01-02 10:06:00.532,"",
10041,0,19095S,964001035780374,"",0,"",Male,2023-03-13 00:00:00.000,"",19095,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:12:17.057,0,0,0,"                           19095S","",,,Current,2023-03-13 13:48:11.814,0.08,-0.02,81.5,2024-01-04 09:53:43.013,0,"","","","",,,,,2023-03-13 13:48:39.064,,2023-03-13 13:48:44.173,,,,2023-03-13 13:48:49.748,,,2023-03-13 13:48:22.268,,,2024-01-04 09:53:43.116,"",
10042,0,21044S,964001035780375,"",0,"",Female,2023-03-13 00:00:00.000,"",21044,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:59:07.031,0,0,0,"                           21044S","",,,Current,2023-03-13 13:52:08.054,0.04,0.04,63.0,2024-01-03 11:16:02.274,0,"","","","",,,,,2023-03-13 13:52:31.376,,2023-03-13 13:52:33.633,,,,2023-03-13 13:52:36.798,,,2023-03-13 13:52:21.980,,,2024-01-03 11:16:02.378,"",
10043,0,20212A,964001035780376,"",0,"",Female,2023-03-13 00:00:00.000,"",20212,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:09:26.079,0,0,0,"                           20212A","",,,Current,2023-03-14 09:35:40.519,0.10,0.10,73.5,2024-01-02 11:15:38.922,0,"","","","",,,,,2023-03-14 09:36:08.423,,2023-03-14 09:36:11.535,,,,2023-03-14 09:36:15.650,,,2023-03-14 09:35:56.415,,,2024-01-02 11:15:39.024,"",
10044,0,20212B,964001035780377,"",0,"",Female,2023-03-13 00:00:00.000,"",20212,"","",0,"","","New Tag: 20212B",2023-03-14 09:36:37.619,0,0,0,"                           20212B","",,,Dead,2023-05-10 13:49:12.330,"","","",,0,"","","","",,,,,2023-03-14 09:36:49.910,,2023-03-14 09:36:54.460,,,,2023-03-14 09:36:57.691,,,2023-03-14 09:36:37.470,,,2023-05-10 13:49:12.330,"",
10045,0,21038A,964001035780378,"",0,"",Male,2023-03-13 00:00:00.000,"",21038,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:46:35.325,0,0,0,"                           21038A","",,,Current,2023-03-14 09:38:24.693,0.11,0.11,44.5,2024-01-02 10:12:32.990,0,"","","","",,,,,2023-03-14 09:39:01.294,,2023-03-14 09:39:05.007,,,,2023-03-14 09:39:09.703,,,2023-03-14 09:38:41.246,,,2024-01-02 10:12:33.091,"",
10046,0,21038B,964001035780379,"",0,"",Female,2023-03-13 00:00:00.000,"",21038,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:51:16.915,0,0,0,"                           21038B","",,,Current,2023-03-14 09:40:24.971,0.05,0.05,36,2024-01-02 12:09:02.591,0,"","","","",,,,,2023-03-14 09:40:47.767,,2023-03-14 09:40:50.395,,,,2023-03-14 09:40:55.084,,,2023-03-14 09:40:34.749,,,2024-01-08 12:09:17.183,"",
10047,0,19245A,964001035780380,"",0,"",Male,2023-03-13 00:00:00.000,"",17201,"","",0,"","","",,0,0,0,"                           19245A","",,,Current,2023-03-14 09:43:50.557,0.10,0.10,56.0,2024-01-02 11:57:40.069,0,"","","","",,,,,2023-03-14 09:44:20.099,,2023-03-14 09:44:22.291,,,,2023-03-14 09:44:29.662,,,2023-03-14 09:44:05.983,,,2024-01-02 11:57:40.188,"",
10048,0,19245B,964001035780381,"",0,"",Female,2023-03-13 00:00:00.000,"",17201,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:06:24.441,0,0,0,"                           19245B","",,,Current,2023-03-14 09:44:35.979,0.11,0.11,45.5,2024-01-04 09:11:26.696,0,"","","","",,,,,2023-03-14 09:45:03.478,,2023-03-14 09:45:06.008,,,,2023-03-14 09:45:10.865,,,2023-03-14 09:44:49.094,,,2024-01-04 09:11:26.800,"",
10049,0,18268S,964001035780382,"",0,"",Male,2023-03-14 00:00:00.000,"",18268,"","",0,"","","New Tag: 18268S",2023-03-14 09:49:14.766,0,0,0,"                           18268S","",,,Dead,2023-04-19 12:01:06.398,"","","",,0,"","","","",,,,,2023-03-14 09:49:29.360,,2023-03-14 09:49:33.064,,,,2023-03-14 09:49:36.361,,,2023-03-14 09:49:14.499,,,2023-04-19 12:01:06.399,"",
10050,0,20095A,964001035780383,"",0,"",Male,2023-03-14 00:00:00.000,"",20095,"","",0,"","","",,0,0,0,"                           20095A","",,,Current,2023-03-14 09:50:39.884,0.09,0.09,56.5,2024-01-02 09:59:56.580,0,"","","","",,,,,2023-03-14 09:51:04.300,,2023-03-14 09:51:08.434,,,,2023-03-14 09:51:12.926,,,2023-03-14 09:50:49.990,,,2024-01-02 09:59:56.686,"",
10051,0,20095BR,964001035780384,"",0,"",Male,2023-03-14 00:00:00.000,"",20095,"","",0,"","","Bottle baby",2023-03-20 11:24:28.798,0,0,0,"                           20095BR","",,,Current,2023-03-14 09:51:17.223,"","",43.0,2024-01-04 08:58:34.005,0,"","","","Bottle BB",,,2023-04-10 16:08:26.299,,2023-03-14 09:52:05.047,,2023-03-14 09:52:07.399,,,,2023-03-14 09:52:10.397,,,2023-03-18 12:56:43.073,,,2024-01-04 08:58:34.097,"",
10052,0,15015S,964001035780385,"",0,"",Female,2023-03-13 00:00:00.000,"",15015,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:12:53.915,0,0,0,"                           15015S","",,,Current,2023-03-14 09:56:13.648,0.07,0.07,64.0,2024-01-03 13:44:44.925,0,"","","","",,,,,2023-03-14 09:56:36.920,,2023-03-14 09:56:40.349,,,,2023-03-14 09:56:43.318,,,2023-03-14 09:56:22.795,,,2024-01-03 13:44:45.028,"",
10053,0,19176A,964001035780386,"",0,"",Female,2023-03-14 00:00:00.000,"",19176,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:33:06.210,0,0,0,"                           19176A","",,,Current,2023-03-14 09:59:53.204,0.06,0.06,51.5,2024-01-02 12:41:35.908,0,"","","","",,,,,2023-03-14 10:00:18.218,,2023-03-14 10:00:21.029,,,,2023-03-14 10:00:25.399,,,2023-03-14 10:00:04.523,,,2024-01-02 12:41:36.000,"",
10054,0,19176B,964001035780387,"",0,"",Female,2023-03-14 00:00:00.000,"",19176,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:02:45.114,0,0,0,"                           19176B","",,,Current,2023-03-14 10:01:09.670,0.08,0.08,50.5,2024-01-03 08:32:42.619,0,"","","","",,,,,2023-03-14 10:01:36.082,,2023-03-14 10:01:38.246,,,,2023-03-14 10:01:43.702,,,2023-03-14 10:01:23.749,,,2024-01-03 08:32:42.720,"",
10055,0,19181A,964001035780388,"",0,"",Female,2023-03-13 00:00:00.000,"",19181,"","",0,"","","Weaning group 8/9/23",2023-08-09 09:03:16.607,0,0,0,"                           19181A","",,,Current,2023-03-14 10:09:43.683,0.07,0.07,49.0,2024-01-03 11:01:06.699,0,"","","","",,,,,2023-03-14 10:10:08.810,,2023-03-14 10:11:04.917,,,,2023-03-14 10:10:14.418,,,2023-03-14 10:09:56.149,,,2024-01-03 11:01:06.801,"",
10056,0,19181B,964001035780389,"",0,"",Female,2023-03-13 00:00:00.000,"",19181,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:20:05.855,0,0,0,"                           19181B","",,,Current,2023-03-14 10:10:25.927,0.11,0.11,50.5,2024-01-02 09:26:54.508,0,"","","","",,,,,2023-03-14 10:10:44.532,,2023-03-14 10:10:47.642,,,,2023-03-14 10:10:52.395,,,2023-03-14 10:10:33.226,,,2024-01-02 09:26:54.612,"",
10057,0,16223A,964001035780390,"",0,"",Male,2023-03-14 00:00:00.000,"",16223,"","",0,"","","Weaning group 8/9/23",2023-08-09 10:53:32.959,0,0,0,"                           16223A","",,,Current,2023-03-14 10:13:30.623,0.09,0.03,58.5,2024-01-03 08:47:03.954,0,"","","","",,,,,2023-03-14 10:14:48.080,,2023-03-14 10:14:50.913,,,,2023-03-14 10:14:54.737,,,2023-03-14 10:14:29.519,,,2024-01-03 08:47:04.057,"",
10058,0,16223B,964001035780391,"",0,"",Female,2023-03-14 00:00:00.000,"",16223,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:03:10.794,0,0,0,"                           16223B","",,,Current,2023-03-14 10:15:02.321,0.10,0.10,50.0,2024-01-02 12:54:02.450,0,"","","","",,,,,2023-03-14 10:15:25.773,,2023-03-14 10:15:29.879,,,,2023-03-14 10:15:33.926,,,2023-03-14 10:15:10.309,,,2024-01-02 12:54:02.557,"",
10059,0,23DWOT14141D,"","",1,"","",,"",14141,"","",0,"","","",,0,0,0,"                              23DWOT14141D","",,,Dead,2023-04-19 12:00:54.242,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:21:00.731,,,,,,2024-01-13 07:21:00.743,"",
10060,0,23DWOT14141E,"","",1,"","",,"",14141,"","",0,"","","",,0,0,0,"                              23DWOT14141E","",,,Dead,2023-04-19 12:00:54.361,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:21:18.716,,,,,,2024-01-13 07:21:18.731,"",
10061,0,23DWOT15027,"","",1,"","",,"",15027,"","",0,"","","",,0,0,0,"                              23DWOT15027","",,,Dead,2023-04-19 12:00:54.716,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:21:45.517,,,,,,2024-01-13 07:21:45.532,"",
10062,0,19233AR,964001035780392,"",0,"",Male,2023-03-14 00:00:00.000,"",17199,"","",0,"","","New Tag: 19233A",2023-03-14 13:53:03.344,0,0,0,"                           19233AR","",,,Dead,2023-04-19 12:01:09.934,"","","",,0,"","","","Bottle BB",,,2023-04-11 12:59:18.679,,2023-03-14 13:53:12.576,,2023-03-14 13:53:15.356,,,,2023-03-14 13:53:20.477,,,2023-04-11 12:59:18.407,,,2023-04-19 12:01:09.934,"",
10063,0,19233B,964001035780393,"",0,"",Female,2023-03-14 00:00:00.000,"",17199,"","",0,"","","Weaning group 8/9/23",2023-08-09 14:45:41.592,0,0,0,"                           19233B","",,,Current,2023-03-14 13:53:24.398,0.07,0.07,64.5,2024-01-02 10:15:25.852,0,"","","","",,,,,2023-03-14 13:53:51.039,,2023-03-14 13:53:54.334,,,,2023-03-14 13:53:57.936,,,2023-03-14 13:53:38.227,,,2024-01-02 10:15:25.955,"",
10064,0,17131AR,964001035780394,"",0,"",Male,2023-03-14 00:00:00.000,"",17131,"","",0,"","","Bottle baby mom died",2023-03-18 10:15:22.624,0,0,0,"                           17131AR","",,,Dead,2023-05-30 13:49:12.516,"","","",,0,"","","","Bottle BB",,,2023-04-10 16:03:33.238,,2023-03-14 13:57:52.774,,2023-03-14 13:57:54.898,,,,2023-03-14 13:57:58.506,,,2023-03-18 10:15:11.621,,,2023-05-30 13:49:12.516,"",
10065,0,17131B,964001035780395,"",0,"",Male,2023-03-14 00:00:00.000,"",17131,"","",0,"","","New Tag: 17131B",2023-03-14 13:58:14.782,0,0,0,"                           17131B","",,,Dead,2023-04-19 12:01:02.742,"","","",,0,"","","","",,,,,2023-03-14 13:58:32.223,,2023-03-14 13:58:34.463,,,,2023-03-14 13:58:37.876,,,2023-03-14 13:58:14.631,,,2023-04-19 12:01:02.742,"",
10066,0,19058S,964001035780397,"",0,"",Male,2023-03-14 00:00:00.000,"",19058,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:47:03.111,0,0,0,"                           19058S","",,,Current,2023-03-14 14:03:23.448,0.11,0.07,48.0,2024-01-03 13:37:08.973,0,"","","","",,,,,2023-03-14 14:03:53.310,,2023-03-14 14:03:55.454,,,,2023-03-14 14:03:59.818,,,2023-03-14 14:03:33.923,,,2024-01-03 13:37:09.075,"",
10067,0,20149S,964001035780398,"",0,"",Male,2023-03-14 00:00:00.000,"",20149,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:37:32.383,0,0,0,"                           20149S","",,,Current,2023-03-15 08:01:27.337,0.12,0.12,66.5,2024-01-03 09:07:58.980,0,"","","","",,,,,2023-03-15 08:01:53.090,,2023-03-15 08:01:56.662,,,,2023-03-15 08:02:00.919,,,2023-03-15 08:01:38.786,,,2024-01-03 09:07:59.083,"",
10068,0,19117A,964001035780399,"",0,"",Male,2023-03-14 00:00:00.000,"",19117,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:46:38.116,0,0,0,"                           19117A","",,,Current,2023-03-15 08:12:15.196,0.04,0.04,60.5,2024-01-02 12:12:39.941,0,"","","","",,,,,2023-03-15 08:13:47.877,,2023-03-15 08:13:51.135,,,,2023-03-15 08:13:57.094,,,2023-03-15 08:13:30.852,,,2024-01-02 12:12:40.045,"",
10069,0,20176S,964001035780396,"",0,"",Female,2023-03-14 00:00:00.000,"",20176,"","",0,"","","New Tag: 20176S",2023-03-15 08:15:36.209,0,0,0,"                           20176S","",,,Dead,2023-03-18 10:57:02.848,"","","",,0,"","","","",,,,,2023-03-15 08:15:50.767,,2023-03-15 08:15:52.913,,,,2023-03-15 08:15:57.148,,,2023-03-15 08:15:36.040,,,2023-03-18 10:57:02.848,"",
10070,0,19195BG,964001035780400,"",0,"",Male,2023-03-14 00:00:00.000,"",20242,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:10:29.290,0,0,0,"                           19195BG","",,,Current,2023-03-15 08:18:15.642,0.11,0.11,53.5,2024-01-03 13:42:52.087,0,"","","","",,,,,2023-03-15 08:18:46.914,,2023-03-15 08:18:50.090,,,,2023-03-15 08:18:55.081,,,2023-04-01 11:24:50.006,,,2024-01-03 13:42:52.189,"",
10071,0,20242D,964001035780401,"",0,"",Female,2023-03-14 00:00:00.000,"",20242,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:27:55.834,0,0,0,"                           20242D","",,,Current,2023-03-15 08:19:12.291,0.10,0.10,59.5,2024-01-02 09:25:02.281,0,"","","","",,,,,2023-03-15 08:19:43.427,,2023-03-15 08:19:46.758,,,,2023-03-15 08:19:50.428,,,2023-03-15 08:19:29.101,,,2024-01-02 09:25:02.385,"",
10072,0,20242E,964001035780402,"",0,"",Female,2023-03-14 00:00:00.000,"",20242,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:24:41.066,0,0,0,"                           20242E","",,,Current,2023-03-15 08:20:04.008,0.12,0.12,63.5,2024-01-03 12:10:52.857,0,"","","","",,,,,2023-03-15 08:20:25.369,,2023-03-15 08:20:27.697,,,,2023-03-15 08:20:31.685,,,2023-03-15 08:20:14.309,,,2024-01-03 12:10:52.960,"",
10073,0,19056A,964001035780403,"",0,"",Male,2023-03-14 00:00:00.000,"",19056,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:52:35.231,0,0,0,"                           19056A","",,,Current,2023-03-15 08:22:42.722,0.07,0.07,58.5,2024-01-03 09:16:59.788,0,"","","","",,,,,2023-03-15 08:23:15.904,,2023-03-15 08:23:18.580,,,,2023-03-15 08:23:22.442,,,2023-03-15 08:22:55.269,,,2024-01-03 09:16:59.892,"",
10074,0,19056B,964001035780404,"",0,"",Male,2023-03-14 00:00:00.000,"",19056,"","",0,"","","Weaning group 8/9/23",2023-08-09 15:08:49.308,0,0,0,"                           19056B","",,,Current,2023-03-15 08:23:29.288,0.11,0.12,55.5,2024-01-03 12:24:14.414,0,"","","","",,,,,2023-03-15 08:23:50.153,,2023-03-15 08:23:52.364,,,,2023-03-15 08:23:56.410,,,2023-03-15 08:23:37.573,,,2024-01-03 12:24:14.525,"",
10075,0,21059S,964001035780405,"",0,"",Male,2023-03-15 00:00:00.000,"",17018,"","",0,"","","Weaning group 8/9/23",2023-08-09 09:05:09.848,0,0,0,"                           21059S","",,,Current,2023-03-15 08:27:02.087,0.10,0.00,72.5,2024-01-04 10:03:26.058,0,"","","","",,,,,2023-03-15 08:27:26.919,,2023-03-15 08:27:30.015,,,,2023-03-15 08:27:35.390,,,2023-03-15 08:27:15.026,,,2024-01-04 10:03:26.223,"",
10076,0,21052S,964001035780406,"",0,"",Male,2023-03-15 00:00:00.000,"",21052,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:14:29.982,0,0,0,"                           21052S","",,,Current,2023-03-15 08:28:43.100,0.06,0.06,61.0,2024-01-02 12:15:20.760,0,"","","","",,,,,2023-03-15 08:29:08.210,,2023-03-15 08:29:13.345,,,,2023-03-15 08:29:17.898,,,2023-03-15 08:28:55.378,,,2024-01-02 12:15:20.863,"",
10077,0,19129BG,964001035780407,"",0,"",Female,2023-03-14 00:00:00.000,"",20055,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:20:14.910,0,0,0,"                           19129BG","",,,Current,2023-03-15 08:33:19.739,0.11,0.11,62.0,2024-01-02 10:11:35.440,0,"","","","",,,,,2023-03-15 08:33:44.540,,2023-03-15 08:33:47.493,,,,2023-03-15 08:33:50.448,,,2023-04-08 11:06:28.466,,,2024-01-02 10:11:35.550,"",
10078,0,20055B,964001035780408,"",0,"",Female,2023-03-14 00:00:00.000,"",20055,"","",0,"","","",,0,0,0,"                           20055B","",,,Current,2023-03-15 08:34:03.416,0.12,0.12,71.5,2024-01-03 11:11:40.977,0,"","","","",,,,,2023-03-15 08:34:23.685,,2023-03-15 08:34:28.262,,,,2023-03-15 08:34:31.630,,,2023-03-15 08:34:12.732,,,2024-01-03 11:11:41.144,"",
10079,0,17609S,964001035780409,"",0,"",Female,2023-03-14 00:00:00.000,"",14117,"","",0,"","","New Tag: 17609S",2023-03-15 08:36:17.208,0,0,0,"                           17609S","",,,Dead,2023-04-19 12:01:04.653,"","","",,0,"","","","",,,,,2023-03-15 08:36:29.763,,2023-03-15 08:36:32.737,,,,2023-03-15 08:36:36.584,,,2023-03-15 08:36:17.045,,,2023-04-19 12:01:04.653,"",
10080,0,17245A,964001035780410,"",0,"",Female,2023-03-14 00:00:00.000,"",17245,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:19:07.871,0,0,0,"                           17245A","",,,Current,2023-03-15 08:38:41.121,0.11,0.11,54.0,2024-01-02 10:57:24.949,0,"","","","",,,,,2023-03-15 08:39:07.776,,2023-03-15 08:39:10.296,,,,2023-03-15 08:39:14.694,,,2023-03-15 08:38:56.135,,,2024-01-02 10:57:25.056,"",
10081,0,17245B,964001035780411,"",0,"",Female,2023-03-14 00:00:00.000,"",17245,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:53:31.807,0,0,0,"                           17245B","",,,Current,2023-03-15 08:39:33.674,0.10,0.10,52.5,2024-01-03 13:07:53.815,0,"","","","",,,,,2023-03-15 08:39:55.262,,2023-03-15 08:39:57.949,,,,2023-03-15 08:40:01.673,,,2023-03-15 08:39:43.467,,,2024-01-03 13:07:53.916,"",
10082,0,17285C,964001035780412,"",0,"",Male,2023-03-14 00:00:00.000,"",17285,"","",0,"","","New Tag: 17285C",2023-03-15 08:43:53.836,0,0,0,"                           17285C","",,,Dead,2023-03-18 10:57:02.624,"","","",,0,"","","","",,,,,2023-03-15 08:44:21.554,,2023-03-15 08:44:24.988,,,,2023-03-15 08:44:30.345,,,2023-03-15 08:43:53.533,,,2023-03-23 09:16:18.325,"",
10083,0,21045BG,964001035780413,"",0,"",Female,2023-03-14 00:00:00.000,"",17285,"","",0,"","","New Tag: 21045BG",2023-03-18 08:22:04.181,0,0,0,"                           21045BG","",,,Dead,2023-03-18 10:57:02.446,"","","",,0,"","","","",,,,,2023-03-15 08:46:34.182,,2023-03-15 08:46:36.174,,,,2023-03-15 08:46:39.652,,,2023-03-18 08:22:03.959,,,2023-04-27 12:54:28.652,"",
10084,0,17285E,964001035780414,"",0,"",Male,2023-03-14 00:00:00.000,"",17285,"","",0,"","","Weaning group 8/9/23",2023-08-09 09:19:52.621,0,0,0,"                           17285E","",,,Current,2023-03-15 08:47:00.708,0.06,0.06,60.0,2024-01-03 13:47:59.185,0,"","","","",,,,,2023-03-15 08:47:24.856,,2023-03-15 08:47:34.797,,,,2023-03-15 08:47:39.315,,,2023-03-15 08:47:10.964,,,2024-01-03 13:47:59.353,"",
10085,0,17617A,964001035780415,"",0,"",Male,2023-03-14 00:00:00.000,"",18166,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:00:47.345,0,0,0,"                           17617A","",,,Current,2023-03-15 08:50:24.804,0.09,0.09,57.0,2024-01-03 12:26:47.225,0,"","","","",,,,,2023-03-15 08:50:46.566,,2023-03-15 08:50:48.962,,,,2023-03-15 08:50:54.421,,,2023-03-15 08:50:33.653,,,2024-01-03 12:26:47.329,"",
10086,0,17617B,964001035780416,"",0,"",Female,2023-03-14 00:00:00.000,"",18166,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:08:25.712,0,0,0,"                           17617B","",,,Current,2023-03-15 08:51:00.082,0.28,0.28,84.0,2024-01-03 12:44:40.607,0,"","","","",,,,,2023-03-15 08:51:18.334,,2023-03-15 08:51:21.255,,,,2023-03-15 08:51:30.756,,,2023-03-15 08:51:07.461,,,2024-01-03 12:44:40.716,"",
10087,0,18236C,964001035780417,"",0,"",Male,2023-03-14 00:00:00.000,"",18236,"","",0,"","","New Tag: 18236C",2023-03-15 08:54:08.075,0,0,0,"                           18236C","",,,Dead,2023-05-10 13:49:08.356,"","","",,0,"","","","",,,,,2023-03-15 08:54:22.538,,2023-03-15 08:54:25.752,,,,2023-03-15 08:54:29.718,,,2023-03-15 08:54:07.911,,,2023-05-10 13:49:08.356,"",
10088,0,19204BG,964001035780418,"",0,"",Female,2023-03-14 00:00:00.000,"",18236,"","",0,"","","Weaning group 8/9/23",2023-08-09 10:42:02.034,0,0,0,"                           19204BG","",,,Current,2023-03-15 08:54:36.906,0.05,0.05,45.5,2024-01-03 12:35:31.475,0,"","","","",,,,,2023-03-15 08:55:28.191,,2023-03-15 08:55:30.416,,,,2023-03-15 08:55:34.058,,,2023-03-20 10:41:21.821,,,2024-01-03 12:35:31.590,"",
10089,0,18236ER,964001035780419,"",0,"",Female,2023-03-14 00:00:00.000,"",18236,"","",0,"","","New Tag: 18236E",2023-03-15 08:56:23.885,0,0,0,"                           18236ER","",,,Dead,2023-05-30 13:49:12.969,"","","",,0,"","","","Bottle BB",,,2023-04-10 16:05:37.076,,2023-03-15 08:56:37.212,,2023-03-15 08:56:39.228,,,,2023-03-15 08:56:42.151,,,2023-03-21 08:18:13.121,,,2023-05-30 13:49:12.970,"",
10090,0,21058A,964001035780430,"",0,"",Female,2023-03-15 00:00:00.000,"",17093,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:49:44.536,0,0,0,"                           21058A","",,,Current,2023-03-15 09:01:39.205,0.04,0.04,70.5,2024-01-02 09:29:10.983,0,"","","","",,,,,2023-03-15 09:02:02.095,,2023-03-15 09:02:04.806,,,,2023-03-15 09:02:10.568,,,2023-03-15 09:01:48.388,,,2024-01-02 09:29:11.084,"",
10091,0,21058B,964001035780431,"",0,"",Female,2023-03-14 00:00:00.000,"",17058,"","",0,"","","New Tag: 21058B",2023-03-15 09:03:36.402,0,0,0,"                           21058B","",,,Dead,2023-04-19 12:01:15.507,"","","",,0,"","","","",,,,,2023-03-15 09:04:23.420,,2023-03-15 09:04:25.706,,,,2023-03-15 09:04:30.554,,,2023-03-15 09:03:36.208,,,2023-04-19 12:01:15.508,"",
10092,0,17248A,964001035780433,"",0,"",Male,2023-03-14 00:00:00.000,"",17248,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:29:46.676,0,0,0,"                           17248A","",,,Current,2023-03-15 09:08:09.338,0.08,0.08,41.0,2024-01-02 09:21:20.664,0,"","","","",,,,,2023-03-15 09:09:39.464,,2023-03-15 09:09:42.840,,,,2023-03-15 09:09:47.489,,,2023-03-15 09:09:13.492,,,2024-01-02 09:21:20.770,"",
10093,0,17248B,964001035780432,"",0,"",Female,2023-03-14 00:00:00.000,"",17248,"","",0,"","","Weaning group 8/9/23",2023-08-09 10:51:49.853,0,0,0,"                           17248B","",,,Current,2023-03-15 09:09:56.640,0.08,0.08,44.5,2024-01-02 12:15:46.238,0,"","","","",,,,,2023-03-15 09:10:24.302,,2023-03-15 09:10:27.380,,,,2023-03-15 09:10:31.430,,,2023-03-15 09:10:06.250,,,2024-01-02 12:15:46.358,"",
10094,0,15044A,964001035780434,"",0,"",Male,2023-03-14 00:00:00.000,"",15044,"","",0,"","","Weaning group 8/9/23",2023-08-09 14:24:36.377,0,0,0,"                           15044A","",,,Current,2023-03-15 09:13:10.018,0.06,0.06,61.0,2024-01-02 11:03:27.185,0,"","","","",,,,,2023-03-15 09:13:46.568,,2023-03-15 09:13:50.158,,,,2023-03-15 09:13:53.232,,,2023-03-15 09:13:25.801,,,2024-01-02 11:03:27.288,"",
10095,0,15044B,964001035780435,"",0,"",Female,2023-03-14 00:00:00.000,"",15044,"","",0,"","","New Tag: 15044B",2023-03-15 09:15:29.005,0,0,0,"                           15044B","",,,Dead,2023-04-19 12:01:00.554,"","","",,0,"","","","",,,,,2023-03-15 09:15:42.616,,2023-03-15 09:15:44.693,,,,2023-03-15 09:15:51.327,,,2023-03-15 09:15:28.748,,,2023-04-19 12:01:00.554,"",
10096,0,20159A,964001035780436,"",0,"",Male,2023-03-14 00:00:00.000,"",20159,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:38:37.709,0,0,0,"                           20159A","",,,Current,2023-03-15 09:16:55.354,0.10,0.10,53.0,2024-01-03 13:10:10.200,0,"","","","",,,,,2023-03-15 09:17:21.662,,2023-03-15 09:17:23.894,,,,2023-03-15 09:17:27.512,,,2023-03-15 09:17:06.451,,,2024-01-03 13:10:10.293,"",
